sessionId,kwhTotal,dollars,created,ended,startTime,endTime,Charge Duration (h),Day,platform,distance,userId,stationId,locationId,managerVehicle,facilityType,Facility Type
4904971,5.36,0.0,0015-04-28 17:04:52,0015-04-28 20:33:06,17,20,3.47,Tue,android,,35897499,355208,976902,0,3,R&D
9371693,11.36,0.0,0015-04-30 18:23:23,0015-04-30 20:42:06,18,20,2.31,Thu,android,,35897499,405157,976902,0,3,R&D
9600945,5.07,0.0,0015-05-04 16:02:51,0015-05-04 19:23:06,16,19,3.34,Mon,android,,35897499,250527,976902,0,3,R&D
4047449,6.41,0.0,0015-05-05 14:24:22,0015-05-05 16:48:06,14,16,2.4,Tue,android,,35897499,801274,976902,0,3,R&D
8906717,5.49,0.0,0015-05-06 17:43:59,0015-05-06 20:42:15,17,20,2.97,Wed,android,,35897499,280221,976902,0,3,R&D
2151745,11.0,0.0,0015-05-07 17:19:27,0015-05-07 19:13:07,17,19,1.89,Thu,android,,35897499,801274,976902,0,3,R&D
3904382,5.49,0.0,0015-05-08 15:46:00,0015-05-08 18:34:06,15,18,2.8,Fri,android,,35897499,405157,976902,0,3,R&D
6412124,2.46,0.0,0015-05-11 17:17:58,0015-05-11 18:06:07,17,18,0.8,Mon,android,,35897499,355208,976902,0,3,R&D
9579135,14.18,0.0,0015-05-12 16:12:18,0015-05-12 20:10:10,16,20,3.96,Tue,android,,35897499,405157,976902,0,3,R&D
3526792,4.35,0.0,0015-05-13 15:43:16,0015-05-13 18:49:07,15,18,3.1,Wed,android,,35897499,500856,976902,0,3,R&D
2103254,4.87,0.0,0015-05-14 17:13:21,0015-05-14 18:05:16,17,18,0.87,Thu,android,,35897499,801274,976902,0,3,R&D
8767465,20.02,0.0,0015-05-15 15:38:29,0015-05-15 19:15:07,15,19,3.61,Fri,android,,35897499,944515,976902,0,3,R&D
4927630,8.82,0.0,0015-05-18 16:50:00,0015-05-18 20:23:06,16,20,3.55,Mon,android,,35897499,280221,976902,0,3,R&D
3661095,12.09,0.0,0015-05-20 16:53:36,0015-05-20 20:36:06,16,20,3.71,Wed,android,,35897499,944515,976902,0,3,R&D
8681532,11.81,0.0,0015-05-21 17:04:38,0015-05-21 19:10:13,17,19,2.09,Thu,android,,35897499,280221,976902,0,3,R&D
2847811,13.6,0.0,0015-05-22 17:37:14,0015-05-22 20:18:07,17,20,2.68,Fri,android,,35897499,944515,976902,0,3,R&D
1779780,16.41,0.0,0015-05-26 16:45:31,0015-05-26 20:32:06,16,20,3.78,Tue,android,,35897499,250527,976902,0,3,R&D
9038095,11.4,0.5,0015-05-27 16:59:50,0015-05-27 21:26:06,16,21,4.44,Wed,android,,35897499,250527,976902,0,3,R&D
6839807,14.09,0.0,0015-05-28 11:38:31,0015-05-28 15:17:06,11,15,3.64,Thu,android,,35897499,280221,976902,0,3,R&D
7513206,4.97,0.0,0015-05-28 17:07:38,0015-05-28 18:01:07,17,18,0.89,Thu,android,,35897499,425476,928191,0,3,R&D
9651531,5.21,0.0,0015-05-29 12:31:20,0015-05-29 14:10:07,12,14,1.65,Fri,android,,35897499,250527,976902,0,3,R&D
9066880,6.93,0.0,0015-06-01 16:50:41,0015-06-01 20:14:05,16,20,3.39,Mon,android,,35897499,280221,976902,0,3,R&D
4023183,9.75,0.0,0015-06-02 17:31:18,0015-06-02 20:34:05,17,20,3.05,Tue,android,,35897499,738900,976902,0,3,R&D
1667896,8.1,0.0,0015-06-03 15:53:48,0015-06-03 17:26:06,15,17,1.54,Wed,android,,35897499,738900,976902,0,3,R&D
4907994,14.53,0.0,0015-06-04 11:27:41,0015-06-04 15:09:05,11,15,3.69,Thu,android,,35897499,801274,976902,0,3,R&D
8544912,1.66,0.0,0015-06-04 16:58:16,0015-06-04 17:17:05,16,17,0.31,Thu,android,,35897499,728918,928191,0,3,R&D
4339735,6.78,0.0,0015-06-05 12:39:13,0015-06-05 15:53:06,12,15,3.23,Fri,android,,35897499,738900,976902,0,3,R&D
7670282,1.37,0.0,0015-06-05 17:26:08,0015-06-05 19:22:06,17,19,1.93,Fri,android,,35897499,728918,928191,0,3,R&D
2534249,6.79,0.0,0015-06-09 17:13:12,0015-06-09 20:12:05,17,20,2.98,Tue,android,,35897499,280221,976902,0,3,R&D
2892603,0.0,0.0,0015-06-10 16:55:42,0015-06-10 17:08:14,16,17,0.21,Wed,android,,35897499,405157,976902,0,3,R&D
2451809,4.96,0.0,0015-06-10 17:00:00,0015-06-10 20:11:07,17,20,3.19,Wed,android,,35897499,250527,976902,0,3,R&D
1986587,3.87,0.0,0015-06-11 14:42:32,0015-06-11 17:08:06,14,17,2.43,Thu,android,,35897499,250527,976902,0,3,R&D
5345683,6.67,0.0,0015-06-12 12:40:47,0015-06-12 16:29:05,12,16,3.81,Fri,android,,35897499,801274,976902,0,3,R&D
2211634,6.63,0.0,0015-06-15 17:12:17,0015-06-15 20:49:05,17,20,3.61,Mon,android,,35897499,944515,976902,0,3,R&D
1119614,3.72,0.5,0015-06-16 11:25:08,0015-06-16 15:28:06,11,15,4.05,Tue,android,,35897499,280221,976902,0,3,R&D
8689860,4.37,0.0,0015-06-17 17:29:46,0015-06-17 21:17:06,17,21,3.79,Wed,android,,35897499,944515,976902,0,3,R&D
5481838,6.78,0.0,0015-06-18 13:03:00,0015-06-18 15:38:06,13,15,2.58,Thu,android,,35897499,612116,461655,0,3,R&D
5187868,6.21,0.0,0015-06-19 16:32:29,0015-06-19 18:40:09,16,18,2.13,Fri,android,,35897499,207262,928191,0,3,R&D
7546366,4.45,0.0,0015-06-22 15:14:41,0015-06-22 17:43:06,15,17,2.47,Mon,android,,35897499,801274,976902,0,3,R&D
5407577,4.59,0.0,0015-06-23 17:02:56,0015-06-23 20:42:06,17,20,3.65,Tue,android,,35897499,280221,976902,0,3,R&D
1634517,7.39,0.0,0015-06-24 17:44:27,0015-06-24 20:17:07,17,20,2.54,Wed,android,,35897499,405157,976902,0,3,R&D
7511668,3.84,0.0,0015-06-25 11:21:53,0015-06-25 15:10:12,11,15,3.81,Thu,android,,35897499,280221,976902,0,3,R&D
2225529,3.48,0.0,0015-07-13 18:21:24,0015-07-13 19:36:05,18,19,1.24,Mon,android,,35897499,944575,928191,0,3,R&D
2719439,4.38,0.0,0015-07-14 13:56:59,0015-07-14 16:30:06,13,16,2.55,Tue,android,,35897499,728918,928191,0,3,R&D
6475803,4.92,0.0,0015-07-15 16:25:24,0015-07-15 18:34:05,16,18,2.14,Wed,android,,35897499,738900,976902,0,3,R&D
7314718,4.72,0.0,0015-07-16 16:29:14,0015-07-16 20:22:07,16,20,3.88,Thu,android,,35897499,738900,976902,0,3,R&D
8726154,6.5,0.0,0015-07-17 17:12:09,0015-07-17 19:52:06,17,19,2.67,Fri,android,,35897499,405157,976902,0,3,R&D
9884932,4.08,0.0,0015-07-20 14:57:02,0015-07-20 16:25:08,14,16,1.47,Mon,android,,35897499,355208,976902,0,3,R&D
2725835,0.76,0.0,0015-07-21 16:12:17,0015-07-21 16:28:06,16,16,0.26,Tue,android,,35897499,405157,976902,0,3,R&D
9251926,4.6,0.0,0015-07-21 16:55:48,0015-07-21 20:42:06,16,20,3.77,Tue,android,,35897499,405157,976902,0,3,R&D
7848461,4.35,0.0,0015-07-22 16:45:58,0015-07-22 20:45:11,16,20,3.99,Wed,android,,35897499,801274,976902,0,3,R&D
2450078,5.25,0.0,0015-07-23 12:06:33,0015-07-23 14:38:08,12,14,2.53,Thu,android,,35897499,728918,928191,0,3,R&D
8294063,4.14,0.0,0015-07-23 18:16:21,0015-07-23 20:27:05,18,20,2.18,Thu,android,,35897499,236379,928191,0,3,R&D
8369555,6.59,0.0,0015-07-24 16:23:28,0015-07-24 20:07:06,16,20,3.73,Fri,android,,35897499,738900,976902,0,3,R&D
7946065,7.11,0.0,0015-07-27 17:10:59,0015-07-27 19:31:06,17,19,2.34,Mon,android,,35897499,944515,976902,0,3,R&D
2860677,4.17,0.0,0015-07-28 16:14:44,0015-07-28 17:36:07,16,17,1.36,Tue,android,,35897499,405157,976902,0,3,R&D
5319961,4.77,0.0,0015-07-30 17:37:48,0015-07-30 20:24:06,17,20,2.77,Thu,android,,35897499,355208,976902,0,3,R&D
8693478,7.47,0.0,0015-08-03 17:18:13,0015-08-03 20:48:06,17,20,3.5,Mon,android,,35897499,250527,976902,0,3,R&D
9401194,5.64,0.0,0015-08-04 14:28:13,0015-08-04 17:54:06,14,17,3.43,Tue,android,,35897499,728918,928191,0,3,R&D
6864613,4.0,0.0,0015-08-05 16:24:33,0015-08-05 18:59:05,16,18,2.58,Wed,android,,35897499,738900,976902,0,3,R&D
6383107,3.93,0.0,0015-08-06 11:15:16,0015-08-06 15:14:06,11,15,3.98,Thu,android,,35897499,134427,620906,0,3,R&D
7109071,7.01,0.0,0015-08-06 17:13:41,0015-08-06 20:40:07,17,20,3.44,Thu,android,,35897499,250527,976902,0,3,R&D
5544644,6.4,0.0,0015-08-07 12:31:59,0015-08-07 16:09:06,12,16,3.62,Fri,android,,35897499,280221,976902,0,3,R&D
8796946,1.02,0.5,0015-08-07 16:52:41,0015-08-07 20:56:06,16,20,4.06,Fri,android,,35897499,944575,928191,0,3,R&D
7932903,7.12,0.0,0015-08-10 16:25:07,0015-08-10 20:24:08,16,20,3.98,Mon,android,,35897499,944515,976902,0,3,R&D
5511788,1.2,0.0,0015-08-12 15:14:02,0015-08-12 15:38:07,15,15,0.4,Wed,android,,35897499,355208,976902,0,3,R&D
2177313,3.01,0.0,0015-08-12 15:42:45,0015-08-12 16:42:07,15,16,0.99,Wed,android,,35897499,728918,928191,0,3,R&D
4155559,3.79,0.0,0015-08-13 11:08:47,0015-08-13 13:43:06,11,13,2.57,Thu,android,,35897499,355208,976902,0,3,R&D
7684218,7.29,0.0,0015-08-13 17:16:32,0015-08-13 20:52:06,17,20,3.59,Thu,android,,35897499,728918,928191,0,3,R&D
4774630,6.56,0.0,0015-08-14 12:32:09,0015-08-14 16:04:06,12,16,3.53,Fri,android,,35897499,738900,976902,0,3,R&D
8889063,1.81,0.0,0015-08-14 16:45:47,0015-08-14 20:34:07,16,20,3.81,Fri,android,,35897499,738900,976902,0,3,R&D
1667198,4.6,0.0,0015-08-17 17:03:25,0015-08-17 20:51:12,17,20,3.8,Mon,android,,35897499,738900,976902,0,3,R&D
3918469,4.16,0.0,0015-08-18 17:07:38,0015-08-18 20:20:08,17,20,3.21,Tue,android,,35897499,738900,976902,0,3,R&D
5137159,5.47,0.0,0015-08-19 13:08:28,0015-08-19 16:26:06,13,16,3.29,Wed,android,,35897499,801274,976902,0,3,R&D
9198706,1.38,0.0,0015-08-19 16:56:16,0015-08-19 20:37:06,16,20,3.68,Wed,android,,35897499,207262,928191,0,3,R&D
7484631,4.3,0.0,0015-08-20 11:21:56,0015-08-20 14:50:08,11,14,3.47,Thu,android,,35897499,405157,976902,0,3,R&D
5047224,6.13,0.0,0015-08-20 17:34:03,0015-08-20 20:19:08,17,20,2.75,Thu,android,,35897499,236379,928191,0,3,R&D
7612366,5.88,0.0,0015-08-21 15:25:41,0015-08-21 17:19:07,15,17,1.89,Fri,android,,35897499,207262,928191,0,3,R&D
1943326,5.16,0.0,0015-08-24 17:44:14,0015-08-24 20:37:06,17,20,2.88,Mon,android,,35897499,801274,976902,0,3,R&D
4773595,6.66,0.0,0015-08-25 14:33:24,0015-08-25 17:44:05,14,17,3.18,Tue,android,,35897499,944575,928191,0,3,R&D
8710352,0.31,0.0,0015-08-25 17:52:20,0015-08-25 19:43:06,17,19,1.85,Tue,android,,35897499,894409,928191,0,3,R&D
6946930,1.73,0.0,0015-08-26 16:15:25,0015-08-26 16:50:07,16,16,0.58,Wed,android,,35897499,371335,461655,0,3,R&D
9080203,3.97,0.0,0015-08-27 11:22:26,0015-08-27 12:41:08,11,12,1.31,Thu,android,,35897499,280221,976902,0,3,R&D
1310541,4.77,0.0,0015-08-27 14:26:42,0015-08-27 17:51:06,14,17,3.41,Thu,android,,35897499,280221,976902,0,3,R&D
2051880,3.79,0.0,0015-08-28 15:04:52,0015-08-28 17:10:11,15,17,2.09,Fri,android,,35897499,355208,976902,0,3,R&D
2151405,6.56,0.0,0015-08-31 17:07:42,0015-08-31 21:04:08,17,21,3.94,Mon,android,,35897499,280221,976902,0,3,R&D
9830354,5.07,0.0,0015-09-01 16:34:05,0015-09-01 20:33:06,16,20,3.98,Tue,android,,35897499,405157,976902,0,3,R&D
7366688,4.17,0.0,0015-09-02 14:27:08,0015-09-02 16:28:07,14,16,2.02,Wed,android,,35897499,280221,976902,0,3,R&D
3690401,2.87,0.0,0015-09-02 16:50:08,0015-09-02 20:48:08,16,20,3.97,Wed,android,,35897499,728918,928191,0,3,R&D
2666943,10.01,0.0,0015-09-04 16:44:07,0015-09-04 19:45:12,16,19,3.02,Fri,android,,35897499,500856,976902,0,3,R&D
8966239,6.33,0.0,0015-09-08 13:45:37,0015-09-08 17:21:08,13,17,3.59,Tue,android,,35897499,944575,928191,0,3,R&D
1060291,1.3,0.0,0015-09-08 17:29:25,0015-09-08 20:57:08,17,20,3.46,Tue,android,,35897499,355208,976902,0,3,R&D
6178031,4.16,0.0,0015-09-09 17:26:14,0015-09-09 20:31:06,17,20,3.08,Wed,android,,35897499,250527,976902,0,3,R&D
6720753,5.68,0.0,0015-09-10 12:27:27,0015-09-10 15:21:07,12,15,2.89,Thu,android,,35897499,801274,976902,0,3,R&D
5465287,4.27,0.5,0015-09-10 16:47:27,0015-09-10 20:56:06,16,20,4.14,Thu,android,,35897499,207262,928191,0,3,R&D
4722963,6.31,0.0,0015-09-11 12:34:32,0015-09-11 16:07:07,12,16,3.54,Fri,android,,35897499,801274,976902,0,3,R&D
2353637,6.58,0.0,0015-09-14 17:28:50,0015-09-14 20:48:05,17,20,3.32,Mon,android,,35897499,280221,976902,0,3,R&D
4542365,2.27,0.0,0015-09-17 17:25:30,0015-09-17 17:57:10,17,17,0.53,Thu,android,,35897499,738900,976902,0,3,R&D
4235947,6.35,0.0,0015-09-18 16:36:10,0015-09-18 19:02:14,16,19,2.43,Fri,android,,35897499,801274,976902,0,3,R&D
3346938,4.21,0.0,0015-09-21 11:19:11,0015-09-21 13:19:11,11,13,2.0,Mon,android,,35897499,280221,976902,0,3,R&D
1377083,1.97,0.0,0015-10-01 11:21:59,0015-10-01 12:01:07,11,12,0.65,Thu,android,,35897499,944575,928191,0,3,R&D
9206532,3.43,0.0,0015-10-01 12:06:30,0015-10-01 13:32:06,12,13,1.43,Thu,android,,35897499,582873,461655,0,3,R&D
3574851,6.27,0.0,0015-10-01 17:16:38,0015-10-01 19:34:08,17,19,2.29,Thu,android,,35897499,944575,928191,0,3,R&D
1881770,6.89,0.0,0015-01-15 13:59:53,0015-01-15 17:37:04,13,17,3.62,Thu,ios,,65023200,863084,751082,1,4,Others
2564911,6.28,0.0,0015-01-21 14:39:13,0015-01-21 17:06:04,14,17,2.45,Wed,ios,,65023200,987396,978130,1,2,Office
7028441,2.76,1.25,0015-01-21 18:57:38,0015-01-21 23:01:04,18,23,4.06,Wed,ios,,65023200,366832,978130,1,2,Office
2162299,4.1,0.83,0015-01-26 18:09:47,0015-01-29 01:24:04,18,1,55.24,Mon,ios,,65023200,863084,751082,1,4,Others
5859533,7.21,1.58,0015-01-27 17:27:24,0015-01-27 23:00:06,17,23,5.54,Tue,ios,,65023200,987396,978130,1,2,Office
4317364,7.02,0.0,0015-01-28 20:32:43,0015-01-28 22:57:05,20,22,2.41,Wed,ios,,65023200,987396,978130,1,2,Office
1176150,8.38,0.0,0015-02-03 14:34:13,0015-02-03 17:59:04,14,17,3.41,Tue,ios,,65023200,863084,751082,1,4,Others
6226034,6.38,0.5,0015-02-03 18:43:05,0015-02-03 22:59:04,18,22,4.27,Tue,ios,,65023200,987396,978130,1,2,Office
4366553,7.52,0.0,0015-02-04 14:29:41,0015-02-04 17:00:07,14,17,2.51,Wed,ios,,65023200,863084,751082,1,4,Others
3217970,6.22,0.0,0015-02-06 14:14:25,0015-02-06 16:38:04,14,16,2.39,Fri,ios,,65023200,863084,751082,1,4,Others
7786095,7.9,0.0,0015-02-10 14:09:35,0015-02-10 17:44:07,14,17,3.58,Tue,ios,,65023200,366832,978130,1,2,Office
4705451,11.61,0.0,0015-02-12 19:27:01,0015-02-12 23:21:04,19,23,3.9,Thu,ios,,65023200,987396,978130,1,2,Office
1699715,7.97,0.0,0015-02-16 14:29:59,0015-02-16 17:24:04,14,17,2.9,Mon,ios,,65023200,366832,978130,1,2,Office
7648104,6.11,0.0,0015-02-18 13:38:36,0015-02-18 16:54:05,13,16,3.26,Wed,ios,,65023200,987396,978130,1,2,Office
4635698,3.11,1.33,0015-02-18 17:35:32,0015-02-18 22:44:04,17,22,5.14,Wed,ios,,65023200,987396,978130,1,2,Office
3923928,6.92,0.0,0015-02-19 14:02:39,0015-02-19 17:08:05,14,17,3.09,Thu,ios,,65023200,987396,978130,1,2,Office
8791850,9.31,1.25,0015-02-19 17:55:23,0015-02-19 23:12:05,17,23,5.28,Thu,ios,,65023200,987396,978130,1,2,Office
1824270,7.89,1.33,0015-02-23 17:40:15,0015-02-23 23:00:12,17,23,5.33,Mon,ios,,65023200,987396,978130,1,2,Office
2321993,6.66,0.0,0015-03-12 16:13:20,0015-03-12 19:43:05,16,19,3.5,Thu,ios,,65023200,366832,978130,1,2,Office
7906889,0.89,0.0,0015-03-12 21:37:47,0015-03-12 21:56:05,21,21,0.3,Thu,ios,,65023200,987396,978130,1,2,Office
5923518,6.3,1.67,0015-03-13 16:07:08,0015-03-13 21:49:05,16,21,5.7,Fri,ios,,65023200,987396,978130,1,2,Office
4264640,2.52,0.0,0015-03-17 21:10:28,0015-03-17 21:59:05,21,21,0.81,Tue,ios,,65023200,987396,978130,1,2,Office
6087939,0.02,0.0,0015-03-23 17:18:39,0015-03-23 17:21:05,17,17,0.04,Mon,ios,,65023200,987396,978130,1,2,Office
2097707,5.54,0.0,0015-03-30 18:50:12,0015-03-30 21:34:05,18,21,2.73,Mon,ios,,65023200,929628,751082,1,4,Others
9090606,4.34,0.0,0015-03-31 20:36:45,0015-03-31 21:59:09,20,21,1.37,Tue,ios,,65023200,366832,978130,1,2,Office
